Observation,Time,Polarization Angle,Wavelength
processed/W1617164751._RC.cub,"2009-090T03:44:52.528
",0,939
processed/W1639239400._RC.cub,"2009-345T15:33:15.407
",90,728
processed/W1617166190._RC.cub,"2009-090T04:09:00.902
",0,728
processed/W1639239483._RC.cub,"2009-345T15:34:38.714
",0,752
processed/W1553544520._RC.cub,"2007-084T19:35:10.999
",90,752
processed/W1617166230._RC.cub,"2009-090T04:09:40.901
",90,728
processed/W1617166330._RC.cub,"2009-090T04:11:22.512
",90,752
processed/W1639239516._RC.cub,"2009-345T15:35:12.094
",90,752
processed/W1553544553._RC.cub,"2007-084T19:35:42.819
",0,752
processed/W1617166363._RC.cub,"2009-090T04:11:55.512
",0,752
processed/W1640617897._RC.cub,"2009-361T14:27:32.073
",90,939
processed/W1627107585._RC.cub,"2009-205T05:37:29.892
",0,939
processed/W1553544621._RC.cub,"2007-084T19:36:50.827
",90,728
processed/W1640617803._RC.cub,"2009-361T14:25:58.073
",0,939
processed/W1627107663._RC.cub,"2009-205T05:38:47.892
",90,939
processed/W1553544669._RC.cub,"2007-084T19:37:35.230
",0,728
processed/W1640618063._RC.cub,"2009-361T14:30:40.079
",90,890
processed/W1617166551._RC.cub,"2009-090T04:14:52.515
",0,939
processed/W1640618095._RC.cub,"2009-361T14:31:12.079
",0,890
processed/W1617166481._RC.cub,"2009-090T04:13:42.515
",90,939
processed/W1640618112._RC.cub,"2009-361T14:31:37.583
",0,728
processed/W1627107813._RC.cub,"2009-205T05:41:31.303
",90,890
processed/W1640618129._RC.cub,"2009-361T14:31:54.583
",90,728
processed/W1627107845._RC.cub,"2009-205T05:42:02.310
",0,890
processed/W1553593137._RC.cub,"2007-085T09:04:42.488
",0,939
processed/W1640618212._RC.cub,"2009-361T14:33:17.890
",0,752
processed/W1627107879._RC.cub,"2009-205T05:42:41.094
",90,728
processed/W1553593257._RC.cub,"2007-085T09:06:32.491
",0,890
processed/W1640618245._RC.cub,"2009-361T14:33:51.270
",90,752
processed/W1627107862._RC.cub,"2009-205T05:42:24.094
",0,728
processed/W1553593329._RC.cub,"2007-085T09:08:08.499
",90,890
processed/W1643376163._RC.cub,"2010-028T12:38:18.426
",0,939
processed/W1627107995._RC.cub,"2009-205T05:44:37.537
",90,752
processed/W1553593363._RC.cub,"2007-085T09:09:12.702
",0,752
processed/W1627107962._RC.cub,"2009-205T05:44:04.457
",0,752
processed/W1643376257._RC.cub,"2010-028T12:39:52.426
",90,939
processed/N1467509447._RC.cub,"2004-185T01:05:53.217
",IR 0,938
processed/W1643376423._RC.cub,"2010-028T12:43:00.432
",90,890
processed/W1629929777._RC.cub,"2009-237T21:32:51.807
",90,939
processed/W1643376455._RC.cub,"2010-028T12:43:32.432
",0,890
processed/W1629929635._RC.cub,"2009-237T21:30:29.808
",0,939
processed/W1643376472._RC.cub,"2010-028T12:43:57.936
",0,728
processed/W1643376489._RC.cub,"2010-028T12:44:14.936
",90,728
processed/N1467443267._RC.cub,"2004-184T06:43:16.667
",IR 0,928
processed/N1493966521._RC.cub,"2005-125T06:14:31.564
",60,343
processed/W1643376572._RC.cub,"2010-028T12:45:38.243
",0,752
processed/W1652985172._RC.cub,"2010-139T17:47:24.910
",0,939
processed/N1460273546._RC.cub,"2004-101T07:08:42.352
",IR 0,928
processed/W1652985266._RC.cub,"2010-139T17:48:58.909
",90,939
processed/W1643376605._RC.cub,"2010-028T12:46:11.623
",90,752
processed/N1464232938._RC.cub,"2004-147T02:57:37.572
",IR 0,938
processed/W1652985462._RC.cub,"2010-139T17:52:32.720
",90,890
processed/W1652985494._RC.cub,"2010-139T17:53:04.719
",0,890
processed/W1652985511._RC.cub,"2010-139T17:53:28.727
",0,728
processed/W1652985528._RC.cub,"2010-139T17:53:45.727
",90,728
processed/W1655742488._RC.cub,"2010-171T15:42:40.444
",90,890
processed/W1655742520._RC.cub,"2010-171T15:43:12.444
",0,890
processed/W1655742214._RC.cub,"2010-171T15:37:51.234
",0,939
processed/W1655742308._RC.cub,"2010-171T15:39:25.233
",90,939
processed/W1655742537._RC.cub,"2010-171T15:43:35.251
",0,728
processed/W1655742554._RC.cub,"2010-171T15:43:52.251
",90,728
processed/W1655742637._RC.cub,"2010-171T15:45:15.574
",0,752
processed/N1467544569._RC.cub,"2004-185T10:51:38.000
",IR 0,928
processed/W1655742670._RC.cub,"2010-171T15:45:48.694
",90,752
processed/N1467518063._RC.cub,"2004-185T03:27:07.168
",IR 0,938
processed/W1655808452._RC.cub,"2010-172T10:01:24.761
",0,939
processed/N1486913401._RC.cub,"2005-043T15:02:30.828
",0,441
processed/W1655808562._RC.cub,"2010-172T10:03:14.760
",90,939
processed/W1655808860._RC.cub,"2010-172T10:08:12.766
",90,890
processed/W1655808932._RC.cub,"2010-172T10:09:24.765
",0,890
processed/N1463905835._RC.cub,"2004-143T08:06:30.714
",IR 0,928
processed/W1655808956._RC.cub,"2010-172T10:10:30.169
",0,728
processed/W1655808980._RC.cub,"2010-172T10:10:54.169
",90,728
processed/W1655809115._RC.cub,"2010-172T10:13:11.983
",0,752
processed/W1683617359._RC.cub,"2011-129T06:40:50.782
",90,752
processed/W1683617376._RC.cub,"2011-129T06:41:07.990
",0,752
processed/W1655809170._RC.cub,"2010-172T10:14:07.287
",90,752
processed/W1683617432._RC.cub,"2011-129T06:41:38.993
",0,939
processed/N1463896635._RC.cub,"2004-143T05:32:36.763
",IR 0,938
processed/N1464242138._RC.cub,"2004-147T05:31:31.524
",IR 0,928
processed/W1683617488._RC.cub,"2011-129T06:42:34.993
",90,939
processed/W1767281626._RC.cub,"2014-001T14:36:26.236
",0,752
processed/W1767281643._RC.cub,"2014-001T14:36:43.236
",90,752
processed/W1760443741._RC.cub,"2013-287T11:12:22.574
",90,752
processed/W1760443668._RC.cub,"2013-287T11:11:11.775
",0,752
processed/W1767281843._RC.cub,"2014-001T14:39:38.247
",0,939
processed/W1767281899._RC.cub,"2014-001T14:40:34.246
",90,939
processed/N1486913828._RC.cub,"2005-043T15:10:33.844
",IR 0,750
processed/W1767334467._RC.cub,"2014-002T05:17:06.400
",90,752
processed/N1467443559._RC.cub,"2004-184T06:48:05.654
",IR 0,928
processed/N1477472212._RC.cub,"2004-300T08:30:09.282
",IR 0,938
processed/W1767334450._RC.cub,"2014-002T05:16:50.221
",0,752
processed/N1475760918._RC.cub,"2004-280T13:09:36.450
",IR 0,938
processed/W1767334611._RC.cub,"2014-002T05:19:13.915
",0,939
processed/W1767334683._RC.cub,"2014-002T05:20:05.919
",90,939
processed/N1467443874._RC.cub,"2004-184T06:53:20.652
",IR 0,928
processed/N1467444206._RC.cub,"2004-184T06:58:48.642
",IR 0,928
processed/N1464233090._RC.cub,"2004-147T02:59:15.575
",IR 0,938
processed/N1493966593._RC.cub,"2005-125T06:15:39.563
",0,343
processed/N1467509519._RC.cub,"2004-185T01:07:17.224
",IR 0,928
processed/N1464173917._RC.cub,"2004-146T10:34:30.968
",IR 0,928
processed/N1463896787._RC.cub,"2004-143T05:34:14.766
",IR 0,938
processed/N1463905787._RC.cub,"2004-143T08:04:14.707
",IR 0,938
processed/N1467518135._RC.cub,"2004-185T03:30:57.172
",IR 0,928
processed/N1486913505._RC.cub,"2005-043T15:04:26.827
",60,441
processed/N1464242730._RC.cub,"2004-147T05:41:17.563
",IR 0,750
processed/N1464233138._RC.cub,"2004-147T03:01:31.583
",IR 0,928
processed/N1467449867._RC.cub,"2004-184T08:33:13.624
",IR 0,928
processed/N1467450087._RC.cub,"2004-184T08:36:53.611
",IR 0,928
processed/N1475760958._RC.cub,"2004-280T13:10:47.874
",0,51
processed/N1490966098._RC.cub,"2005-090T12:46:47.754
",IR 0,938
processed/N1467450554._RC.cub,"2004-184T08:43:36.628
",IR 0,938
processed/N1486914162._RC.cub,"2005-043T15:16:01.803
",IR 0,727
processed/N1460274922._RC.cub,"2004-101T07:31:07.335
",IR 0,938
processed/N1467450632._RC.cub,"2004-184T08:45:58.631
",IR 0,928
processed/N1463906427._RC.cub,"2004-143T08:16:16.754
",IR 0,750
processed/N1467520483._RC.cub,"2004-185T04:09:49.153
",IR 0,938
processed/N1464174509._RC.cub,"2004-146T10:44:17.008
",IR 0,750
processed/N1463896835._RC.cub,"2004-143T05:36:30.765
",IR 0,928
processed/N1493966649._RC.cub,"2005-125T06:16:43.571
",0,441
processed/N1486913609._RC.cub,"2005-043T15:06:10.826
",120,441
processed/N1467520555._RC.cub,"2004-185T04:11:17.156
",IR 0,928
processed/N1464233730._RC.cub,"2004-147T03:11:17.622
",IR 0,750
processed/N1464335270._RC.cub,"2004-148T07:23:22.902
",IR 0,938
processed/N1467453420._RC.cub,"2004-184T09:32:26.601
",IR 0,750
processed/N1467540315._RC.cub,"2004-185T09:40:27.027
",IR 0,938
processed/N1477490884._RC.cub,"2004-300T13:42:25.161
",IR 0,938
processed/N1467453524._RC.cub,"2004-184T09:33:06.608
",IR 0,938
processed/N1477472365._RC.cub,"2004-300T08:32:42.281
",IR 0,938
processed/N1477490941._RC.cub,"2004-300T13:43:22.160
",IR 0,938
processed/N1477490998._RC.cub,"2004-300T13:44:19.160
",IR 0,938
processed/N1490966208._RC.cub,"2005-090T12:48:37.726
",IR 0,938
processed/N1477491055._RC.cub,"2004-300T13:45:16.159
",IR 0,938
processed/N1490966453._RC.cub,"2005-090T12:52:42.752
",IR 0,938
processed/N1481591826._RC.cub,"2004-348T00:50:22.476
",0,343
processed/N1486914294._RC.cub,"2005-043T15:17:09.810
",IR 0,938
processed/N1460276306._RC.cub,"2004-101T07:54:42.334
",IR 0,928
processed/N1481591931._RC.cub,"2004-348T00:52:17.483
",60,343
processed/N1481592068._RC.cub,"2004-348T00:54:24.487
",120,343
processed/N1463914547._RC.cub,"2004-143T10:31:22.642
",IR 0,938
processed/N1463897427._RC.cub,"2004-143T05:46:16.761
",IR 0,750
processed/N1481629242._RC.cub,"2004-348T11:14:42.241
",IR 0,938
processed/N1464182629._RC.cub,"2004-146T12:59:22.896
",IR 0,938
processed/N1481629340._RC.cub,"2004-348T11:16:20.240
",IR 0,938
processed/N1481629438._RC.cub,"2004-348T11:17:58.239
",IR 0,938
processed/N1481629536._RC.cub,"2004-348T11:19:36.239
",IR 0,938
processed/N1481629634._RC.cub,"2004-348T11:21:14.238
",IR 0,938
processed/N1481629732._RC.cub,"2004-348T11:22:52.237
",IR 0,938
processed/N1467540371._RC.cub,"2004-185T09:41:37.031
",IR 0,928
processed/N1481629830._RC.cub,"2004-348T11:24:30.237
",IR 0,938
processed/N1481630026._RC.cub,"2004-348T11:27:46.235
",IR 0,938
processed/N1486913089._RC.cub,"2005-043T14:57:04.830
",120,343
processed/N1464241850._RC.cub,"2004-147T05:26:23.510
",IR 0,938
processed/N1467453628._RC.cub,"2004-184T09:34:50.612
",IR 0,938
processed/N1486913626._RC.cub,"2005-043T15:07:22.334
",120,569
processed/N1493966705._RC.cub,"2005-125T06:17:42.570
",60,441
processed/N1467542067._RC.cub,"2004-185T10:09:39.012
",IR 0,938
processed/N1490966563._RC.cub,"2005-090T12:54:32.723
",IR 0,938
processed/N1490966803._RC.cub,"2005-090T12:58:32.749
",IR 0,938
processed/N1490966913._RC.cub,"2005-090T13:00:22.721
",IR 0,938
processed/N1464335358._RC.cub,"2004-148T07:24:36.905
",IR 0,938
processed/N1467453706._RC.cub,"2004-184T09:37:15.615
",IR 0,928
processed/N1490967158._RC.cub,"2005-090T13:04:27.747
",IR 0,938
processed/N1490967268._RC.cub,"2005-090T13:06:17.719
",IR 0,938
processed/N1490967513._RC.cub,"2005-090T13:10:22.745
",IR 0,938
processed/N1463905547._RC.cub,"2004-143T08:01:22.701
",IR 0,938
processed/N1462772502._RC.cub,"2004-130T05:17:42.076
",IR 0,928
processed/N1463914635._RC.cub,"2004-143T10:32:36.645
",IR 0,938
processed/N1490967623._RC.cub,"2005-090T13:12:12.717
",IR 0,938
processed/N1490967858._RC.cub,"2005-090T13:16:07.742
",IR 0,938
processed/N1490967968._RC.cub,"2005-090T13:17:57.714
",IR 0,938
processed/N1490968198._RC.cub,"2005-090T13:21:47.740
",IR 0,938
processed/N1490968308._RC.cub,"2005-090T13:23:37.712
",IR 0,938
processed/N1490968553._RC.cub,"2005-090T13:27:42.738
",IR 0,938
processed/N1490968663._RC.cub,"2005-090T13:29:32.710
",IR 0,938
processed/N1486913193._RC.cub,"2005-043T14:58:48.829
",60,343
processed/N1490968908._RC.cub,"2005-090T13:33:37.736
",IR 0,938
processed/N1490969018._RC.cub,"2005-090T13:35:27.708
",IR 0,938
processed/N1490969263._RC.cub,"2005-090T13:39:32.733
",IR 0,938
processed/N1464182717._RC.cub,"2004-146T13:00:36.899
",IR 0,938
processed/N1490969373._RC.cub,"2005-090T13:41:22.705
",IR 0,938
processed/N1490969613._RC.cub,"2005-090T13:45:22.731
",IR 0,938
processed/N1490969723._RC.cub,"2005-090T13:47:12.703
",IR 0,938
processed/N1467542145._RC.cub,"2004-185T10:11:11.016
",IR 0,928
processed/N1493966761._RC.cub,"2005-125T06:18:38.570
",120,441
processed/N1490969953._RC.cub,"2005-090T13:51:02.729
",IR 0,938
processed/N1490970063._RC.cub,"2005-090T13:52:52.701
",IR 0,938
processed/N1467453723._RC.cub,"2004-184T09:37:45.819
",IR 0,750
processed/N1490970313._RC.cub,"2005-090T13:57:02.727
",IR 0,938
processed/N1490970423._RC.cub,"2005-090T13:58:52.699
",IR 0,938
processed/N1490970653._RC.cub,"2005-090T14:02:42.725
",IR 0,938
processed/N1490970763._RC.cub,"2005-090T14:04:32.696
",IR 0,938
processed/N1490971008._RC.cub,"2005-090T14:08:37.722
",IR 0,938
processed/N1486913643._RC.cub,"2005-043T15:07:39.334
",60,569
processed/N1490971118._RC.cub,"2005-090T14:10:27.694
",IR 0,938
processed/N1464335510._RC.cub,"2004-148T07:26:14.908
",IR 0,938
processed/N1490971368._RC.cub,"2005-090T14:14:37.720
",IR 0,938
processed/N1464241938._RC.cub,"2004-147T05:27:37.514
",IR 0,938
processed/N1463914835._RC.cub,"2004-143T10:36:30.656
",IR 0,928
processed/N1461308848._RC.cub,"2004-113T06:43:06.601
",IR 0,938
processed/N1490971708._RC.cub,"2005-090T14:20:17.718
",IR 0,938
processed/N1490971478._RC.cub,"2005-090T14:16:27.692
",IR 0,938
processed/N1490971818._RC.cub,"2005-090T14:22:07.690
",IR 0,938
processed/N1490972068._RC.cub,"2005-090T14:26:17.715
",IR 0,938
processed/N1490972178._RC.cub,"2005-090T14:28:07.687
",IR 0,938
processed/N1490972470._RC.cub,"2005-090T14:32:59.685
",IR 0,938
processed/N1490990801._RC.cub,"2005-090T19:39:40.583
",IR 0,938
processed/N1490990850._RC.cub,"2005-090T19:40:29.583
",IR 0,938
processed/N1490990899._RC.cub,"2005-090T19:41:18.583
",IR 0,938
processed/N1490991144._RC.cub,"2005-090T19:45:23.581
",IR 0,938
processed/N1490991193._RC.cub,"2005-090T19:46:12.581
",IR 0,938
processed/N1490991242._RC.cub,"2005-090T19:47:01.580
",IR 0,938
processed/N1490991487._RC.cub,"2005-090T19:51:06.579
",IR 0,938
processed/N1490991536._RC.cub,"2005-090T19:51:55.579
",IR 0,938
processed/N1490991585._RC.cub,"2005-090T19:52:44.578
",IR 0,938
processed/N1486913297._RC.cub,"2005-043T15:00:32.828
",0,343
processed/N1467454094._RC.cub,"2004-184T09:42:36.605
",IR 0,938
processed/N1493966449._RC.cub,"2005-125T06:13:19.564
",120,343
processed/N1467454230._RC.cub,"2004-184T09:44:34.608
",IR 0,938
processed/N1464182869._RC.cub,"2004-146T13:02:14.902
",IR 0,938
processed/N1467454308._RC.cub,"2004-184T09:47:17.611
",IR 0,928
processed/N1463905635._RC.cub,"2004-143T08:02:36.704
",IR 0,938
processed/N1464335558._RC.cub,"2004-148T07:28:30.916
",IR 0,928
processed/N1467454325._RC.cub,"2004-184T09:47:48.115
",IR 0,750
processed/N1486913660._RC.cub,"2005-043T15:07:56.034
",0,569
processed/N1467544491._RC.cub,"2004-185T10:50:02.996
",IR 0,938
processed/N1493966827._RC.cub,"2005-125T06:19:58.894
",60,569
processed/N1467454560._RC.cub,"2004-184T09:51:26.594
",IR 0,750
processed/N1467454664._RC.cub,"2004-184T09:52:06.601
",IR 0,938
processed/N1461310232._RC.cub,"2004-113T07:06:41.600
",IR 0,928
processed/N1464242090._RC.cub,"2004-147T05:29:15.517
",IR 0,938
processed/N1463914787._RC.cub,"2004-143T10:34:14.648
",IR 0,938
processed/N1467454768._RC.cub,"2004-184T09:53:50.604
",IR 0,938
processed/N1467454816._RC.cub,"2004-184T09:55:50.608
",IR 0,928
processed/N1467454833._RC.cub,"2004-184T09:56:16.412
",IR 0,750
processed/N1467455130._RC.cub,"2004-184T10:00:56.590
",IR 0,750
processed/N1467455234._RC.cub,"2004-184T10:01:36.597
",IR 0,938
processed/N1464183509._RC.cub,"2004-146T13:14:16.949
",IR 0,750
processed/N1494006709._RC.cub,"2005-125T17:24:09.306
",60,343
processed/N1467455394._RC.cub,"2004-184T10:05:23.608
",IR 0,928
processed/N1467455338._RC.cub,"2004-184T10:03:20.600
",IR 0,938
processed/N1467455411._RC.cub,"2004-184T10:05:53.816
",IR 0,750
processed/N1467455700._RC.cub,"2004-184T10:10:26.586
",IR 0,750
processed/N1464336150._RC.cub,"2004-148T07:38:16.955
",IR 0,750
processed/N1467455804._RC.cub,"2004-184T10:11:06.593
",IR 0,938
processed/N1462773878._RC.cub,"2004-130T05:40:07.060
",IR 0,938
processed/N1493966794._RC.cub,"2005-125T06:19:25.894
",120,569
processed/N1467455908._RC.cub,"2004-184T10:12:50.597
",IR 0,938
processed/N1486913724._RC.cub,"2005-043T15:08:55.037
",60,619
processed/N1463915427._RC.cub,"2004-143T10:46:16.695
",IR 0,750
processed/N1467455964._RC.cub,"2004-184T10:14:50.604
",IR 0,928
processed/N1467455981._RC.cub,"2004-184T10:15:23.612
",IR 0,750
processed/N1464182917._RC.cub,"2004-146T13:04:30.910
",IR 0,928
processed/N1464344270._RC.cub,"2004-148T09:53:22.843
",IR 0,938
processed/N1467456278._RC.cub,"2004-184T10:20:04.583
",IR 0,750
processed/N1467456382._RC.cub,"2004-184T10:20:44.590
",IR 0,938
processed/N1494006797._RC.cub,"2005-125T17:25:31.314
",0,343
processed/N1467456486._RC.cub,"2004-184T10:22:28.593
",IR 0,938
processed/N1462775262._RC.cub,"2004-130T06:03:42.058
",IR 0,928
processed/N1493966860._RC.cub,"2005-125T06:20:31.893
",0,569
processed/N1486913692._RC.cub,"2005-043T15:08:23.037
",0,619
processed/N1463923547._RC.cub,"2004-143T13:01:22.583
",IR 0,938
processed/N1467456542._RC.cub,"2004-184T10:24:28.600
",IR 0,928
processed/N1467456559._RC.cub,"2004-184T10:25:01.608
",IR 0,750
processed/N1464232850._RC.cub,"2004-147T02:56:23.569
",IR 0,938
processed/N1464344358._RC.cub,"2004-148T09:54:36.847
",IR 0,938
processed/N1467471576._RC.cub,"2004-184T14:34:54.491
",IR 0,938
processed/N1463896547._RC.cub,"2004-143T05:31:22.759
",IR 0,938
processed/N1494006869._RC.cub,"2005-125T17:26:55.317
",0,441
processed/N1467471648._RC.cub,"2004-184T14:36:10.490
",IR 0,928
processed/N1463923787._RC.cub,"2004-143T13:04:14.590
",IR 0,938
processed/N1486913756._RC.cub,"2005-043T15:09:27.037
",120,619
processed/N1493966940._RC.cub,"2005-125T06:21:49.377
",60,619
processed/N1464344510._RC.cub,"2004-148T09:56:14.850
",IR 0,938
processed/N1494006941._RC.cub,"2005-125T17:28:11.316
",60,441
processed/N1463923635._RC.cub,"2004-143T13:02:36.587
",IR 0,938
processed/N1493966900._RC.cub,"2005-125T06:21:08.777
",0,619
processed/N1464344558._RC.cub,"2004-148T09:58:30.857
",IR 0,928
processed/N1494007013._RC.cub,"2005-125T17:29:23.316
",120,441
processed/N1463923835._RC.cub,"2004-143T13:06:30.597
",IR 0,928
processed/N1493966980._RC.cub,"2005-125T06:22:29.377
",120,619
processed/N1464345150._RC.cub,"2004-148T10:08:16.896
",IR 0,750
processed/N1463924427._RC.cub,"2004-143T13:16:16.636
",IR 0,750
processed/N1494007046._RC.cub,"2005-125T17:30:17.500
",120,569
processed/N1493967110._RC.cub,"2005-125T06:24:36.948
",IR 0,750
processed/N1464353270._RC.cub,"2004-148T12:23:22.785
",IR 0,938
processed/N1463974248._RC.cub,"2004-144T03:06:23.253
",IR 0,938
processed/N1494007079._RC.cub,"2005-125T17:30:50.500
",60,569
processed/N1493967324._RC.cub,"2005-125T06:28:01.539
",IR 0,727
processed/N1464353358._RC.cub,"2004-148T12:24:36.788
",IR 0,938
processed/N1467453990._RC.cub,"2004-184T09:41:56.598
",IR 0,750
processed/N1757695008._RC.cub,"2013-255T15:40:28.189
",60,569
